Unnamed: 0,year,key,OpenAlex_count,issn,oa_status,Dim_count,Publisher_Journalname,unique_id,Publisher,ISSN_1
7,2020,gold,0,2590-1540,,0,Elsevier_Diabetes & Metabolism: X,858,Elsevier,2590-1540
8,2020,green,0,2590-1540,,0,Elsevier_Diabetes & Metabolism: X,858,Elsevier,2590-1540
9,2020,hybrid,0,2590-1540,,0,Elsevier_Diabetes & Metabolism: X,858,Elsevier,2590-1540
10,2021,closed,0,2590-1540,,0,Elsevier_Diabetes & Metabolism: X,858,Elsevier,2590-1540
11,2021,bronze,0,2590-1540,,0,Elsevier_Diabetes & Metabolism: X,858,Elsevier,2590-1540
12,2021,gold,0,2590-1540,,0,Elsevier_Diabetes & Metabolism: X,858,Elsevier,2590-1540
13,2021,green,0,2590-1540,,0,Elsevier_Diabetes & Metabolism: X,858,Elsevier,2590-1540
14,2021,hybrid,0,2590-1540,,0,Elsevier_Diabetes & Metabolism: X,858,Elsevier,2590-1540
15,2022,closed,0,2590-1540,,0,Elsevier_Diabetes & Metabolism: X,858,Elsevier,2590-1540
16,2022,bronze,0,2590-1540,,0,Elsevier_Diabetes & Metabolism: X,858,Elsevier,2590-1540
17,2022,gold,0,2590-1540,,0,Elsevier_Diabetes & Metabolism: X,858,Elsevier,2590-1540
18,2022,green,0,2590-1540,,0,Elsevier_Diabetes & Metabolism: X,858,Elsevier,2590-1540
19,2022,hybrid,0,2590-1540,,0,Elsevier_Diabetes & Metabolism: X,858,Elsevier,2590-1540
20,2023,closed,0,2590-1540,,0,Elsevier_Diabetes & Metabolism: X,858,Elsevier,2590-1540
21,2023,bronze,0,2590-1540,,0,Elsevier_Diabetes & Metabolism: X,858,Elsevier,2590-1540
22,2023,gold,0,2590-1540,,0,Elsevier_Diabetes & Metabolism: X,858,Elsevier,2590-1540
23,2023,green,0,2590-1540,,0,Elsevier_Diabetes & Metabolism: X,858,Elsevier,2590-1540
24,2023,hybrid,0,2590-1540,,0,Elsevier_Diabetes & Metabolism: X,858,Elsevier,2590-1540
